YEAR,OBS_GEAR_CODE,FMP_GEAR,FMP_SUBAREA,MONTH,NVES,NHAUL,MCPUEW,MCPUEN,sdCPUEW,sdCPUEN
2017,2,TRW,BS,6,48,581,3.329740986,0.73414249,10.71860518,2.761058436
2017,2,TRW,BS,7,61,1562,1.955044181,0.447979083,7.937075618,1.869763636
2017,2,TRW,BS,8,62,1016,1.853894332,0.463046088,4.628732523,1.114003855
2017,2,TRW,BS,9,34,465,1.570651281,0.403335043,4.788144781,1.317607158
2017,2,TRW,BS,10,5,11,9.80578815,2.19483144,6.85326599,1.592596027
2018,2,TRW,BS,1,21,313,3.014990375,0.638527981,5.869375553,0.93427372
2018,2,TRW,BS,2,57,1490,10.24183534,5.636270127,64.29013324,99.38750715
2018,2,TRW,BS,3,78,1863,8.883375222,2.155887004,15.36503341,4.069886344
2018,2,TRW,BS,4,42,249,11.93988261,3.003005251,13.24617544,3.031097728
2018,2,TRW,BS,6,53,582,1.821314505,0.355963967,4.527479114,0.682102373
2018,2,TRW,BS,7,50,1176,0.673465303,0.154560349,1.45744464,0.340743483
2018,2,TRW,BS,8,56,1121,0.817217621,0.185186012,2.075960709,0.470326901
2018,2,TRW,BS,9,40,660,1.003473793,0.207110064,3.095607801,0.548725708
2018,2,TRW,BS,10,2,10,0.185422488,0.042121748,0.145326095,0.035600357
2019,2,TRW,BS,1,27,306,9.146310307,1.449408086,19.48216582,2.55049903
2019,2,TRW,BS,2,73,1688,14.50519971,2.393986396,24.59955508,3.627418313
2019,2,TRW,BS,3,75,1716,15.6480442,2.998631669,30.95637614,5.834572679
2019,2,TRW,BS,4,30,61,22.44831671,5.217878132,20.48923973,4.342169998
2019,2,TRW,BS,6,49,337,1.969933797,0.397602256,4.544507663,0.788803151
2019,2,TRW,BS,7,53,1062,1.029343551,0.188838601,3.087107016,0.493601871
2019,2,TRW,BS,8,61,1150,0.989888141,0.189428328,2.493239151,0.47743314
2019,2,TRW,BS,9,36,671,0.640192978,0.14329136,1.174609328,0.350506138
2019,2,TRW,BS,10,13,169,0.325103155,0.05955235,0.743288273,0.097611668
2019,2,TRW,BS,11,2,3,1.15040689,0.290229748,0.741803087,0.133785129
2020,2,TRW,BS,1,22,266,5.03017208,0.813909017,8.198489283,1.299367707
2020,2,TRW,BS,2,54,1851,18.43095587,2.887173244,35.11820346,5.250473987
2020,2,TRW,BS,3,60,1494,16.62785626,3.230980263,29.62775037,11.58170238
2020,2,TRW,BS,4,36,192,14.93810635,2.909930733,32.3225227,4.327118641
2020,2,TRW,BS,5,5,40,13.97184086,2.350130575,11.78782692,2.00674518
2020,2,TRW,BS,6,32,306,1.008443756,0.216261313,1.734829019,0.365745808
2020,2,TRW,BS,7,43,960,0.991816424,0.204002889,1.47373342,0.287937809
2020,2,TRW,BS,8,60,1526,1.474461732,0.320848826,2.5376109,0.588034982
2020,2,TRW,BS,9,51,903,1.093109913,0.231569993,2.021171085,0.451576149
2020,2,TRW,BS,10,36,707,0.712937645,0.15801309,2.153224689,0.420079074
2020,2,TRW,BS,11,2,3,2.5579845,0.395917321,2.132894715,0.330918026
2021,2,TRW,BS,1,16,232,6.735685868,1.09174606,9.608938945,1.499417567
2021,2,TRW,BS,2,32,1378,9.233069821,1.440515373,18.39044707,2.597709027
2021,2,TRW,BS,3,40,1271,18.0498529,2.884581736,31.39051226,5.076739925
2021,2,TRW,BS,4,33,372,11.32379972,2.050323214,16.09266214,2.934569344
2021,2,TRW,BS,5,6,14,11.09825267,1.87399141,13.26321014,1.789012111
2021,2,TRW,BS,6,3,12,3.357268022,1.075024224,2.022599228,0.693564828
